id,name,description,explanatory_notes,section_id
4274,"Determine Bearings Using Trigonometric Concepts","&lt;p&gt;Use trigonometric ratios to determine bearings for directional navigation, understanding the concept of bearings as angles measured clockwise from the north direction.&lt;/p&gt;","Bearings are used in navigation and are measured in degrees from the north direction. Apply trigonometric ratios to calculate angles and use them to determine bearings for precise navigation.",460
4275,"Calculate Angles of Elevation Using Trigonometric Ratios","&lt;p&gt;Apply trigonometric ratios to calculate angles of elevation. Use the definitions of sine, cosine, and tangent to determine unknown angles in right-angled triangles.&lt;/p&gt;","The angle of elevation is the angle between the line of sight and the horizontal when looking up at an object. Use trigonometric ratios to solve for these angles in practical problems.",460
4276,"Solve Real-World Problems Using Trigonometric Ratios and Pythagoras' Theorem","&lt;p&gt;Combine the use of trigonometric ratios and Pythagoras&#039; theorem to solve practical problems involving heights, distances, and navigation.&lt;/p&gt;","Incorporate both trigonometric ratios and Pythagoras' theorem to find unknown lengths and angles in right-angled triangles in real-world contexts, such as construction, navigation, and designing structures.",460
4277,"Define Cosine Ratio in Right-Angled Triangles","&lt;p&gt;Understand and define the cosine ratio in a right-angled triangle using the formula: &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;semantics&gt;&lt;mrow&gt;&lt;mi&gt;cos&lt;/mi&gt;&lt;mo&gt;&amp;#8289;&lt;/mo&gt;&lt;mi&gt;&amp;#952;&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mfrac&gt;&lt;mi&gt;adjacent&lt;/mi&gt;&lt;mi&gt;hypotenuse&lt;/mi&gt;&lt;/mfrac&gt;&lt;/mrow&gt;&lt;/semantics&gt;&lt;/math&gt;&lt;/p&gt;","The cosine of an angle is the ratio of the length of the side adjacent to the angle to the length of the hypotenuse in a right-angled triangle.",460
4278,"Calculate Angles of Depression Using Trigonometric Ratios","&lt;p&gt;Apply trigonometric ratios to calculate angles of depression. Use the definitions of sine, cosine, and tangent to determine unknown angles in right-angled triangles.&lt;/p&gt;","The angle of depression is the angle between the line of sight and the horizontal when looking down at an object. Use trigonometric ratios to solve for these angles in practical problems.",460
4279,"Define Sine Ratio in Right-Angled Triangles","&lt;p&gt;Understand and define the sine ratio in a right-angled triangle using the formula: &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;semantics&gt;&lt;mrow&gt;&lt;mi&gt;sin&lt;/mi&gt;&lt;mo&gt;&amp;#8289;&lt;/mo&gt;&lt;mi&gt;&amp;#952;&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mfrac&gt;&lt;mi&gt;opposite&lt;/mi&gt;&lt;mi&gt;hypotenuse&lt;/mi&gt;&lt;/mfrac&gt;&lt;/mrow&gt;&lt;/semantics&gt;&lt;/math&gt;&lt;/p&gt;","The sine of an angle is the ratio of the length of the side opposite the angle to the length of the hypotenuse in a right-angled triangle.",460
4280,"Analyzing Real-World Scenarios","&lt;p&gt;Use trigonometric principles to analyze and solve real-world scenarios in fields such as engineering and physics, fostering analytical and critical thinking skills.&lt;/p&gt;","This objective focuses on applying mathematical concepts to practical situations, allowing students to understand the relevance of trigonometry in various fields.",461
4281,"Understanding the Sine Rule","&lt;p&gt;Learn to apply the Sine Rule in solving problems involving non-right-angled triangles. The Sine Rule is expressed as:&lt;/p&gt;&lt;p&gt;&lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mfrac&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;mrow&gt;&lt;mi&gt;sin&lt;/mi&gt;&lt;mo&gt;&amp;#8289;&lt;/mo&gt;&lt;mi&gt;A&lt;/mi&gt;&lt;/mrow&gt;&lt;/mfrac&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mfrac&gt;&lt;mi&gt;b&lt;/mi&gt;&lt;mrow&gt;&lt;mi&gt;sin&lt;/mi&gt;&lt;mo&gt;&amp;#8289;&lt;/mo&gt;&lt;mi&gt;B&lt;/mi&gt;&lt;/mrow&gt;&lt;/mfrac&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mfrac&gt;&lt;mi&gt;c&lt;/mi&gt;&lt;mrow&gt;&lt;mi&gt;sin&lt;/mi&gt;&lt;mo&gt;&amp;#8289;&lt;/mo&gt;&lt;mi&gt;C&lt;/mi&gt;&lt;/mrow&gt;&lt;/mfrac&gt;&lt;/math&gt;&lt;/p&gt;","The Sine Rule is used to find unknown sides or angles in any triangle where either two angles and one side are known or two sides and a non-included angle are known.",461
4282,"Applying the Cosine Rule","&lt;p&gt;Utilize the Cosine Rule to determine unknown sides or angles in triangles where applicable. The Cosine Rule is given by:&lt;/p&gt;&lt;p&gt;&lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;msup&gt;&lt;mi&gt;c&lt;/mi&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;/msup&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;msup&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;/msup&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;msup&gt;&lt;mi&gt;b&lt;/mi&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;/msup&gt;&lt;mo&gt;&amp;#8722;&lt;/mo&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;mi&gt;b&lt;/mi&gt;&lt;mi&gt;cos&lt;/mi&gt;&lt;mo&gt;&amp;#8289;&lt;/mo&gt;&lt;mi&gt;C&lt;/mi&gt;&lt;/p&gt;","The Cosine Rule is especially useful when two sides and the included angle are known, or all sides of the triangle are known, to find an unknown angle.",461
4283,"Calculating Bearings","&lt;p&gt;Understand and calculate bearings, which are expressed as three-digit angles. Bearings are used to indicate directions for navigation.&lt;/p&gt;","Bearings are measured clockwise from the north direction and are always given in three digits, such as 060° or 230°.",461
4284,"Solving Navigation Problems","&lt;p&gt;Apply trigonometric rules and concepts to solve real-world problems involving navigation. This involves using both the sine and cosine rules to calculate distances and directions.&lt;/p&gt;","By applying the sine and cosine rules, students can solve navigation problems that involve calculating distances and angles between points, enhancing their analytical skills.",461
4285,"Determine and Use Position Vectors","&lt;p&gt;Represent a point &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;P&lt;/mi&gt;&lt;mo stretchy=&#039;false&#039;&gt;(&lt;/mo&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;mo separator=&#039;true&#039;&gt;,&lt;/mo&gt;&lt;mi&gt;b&lt;/mi&gt;&lt;mo stretchy=&#039;false&#039;&gt;)&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt; as a position vector &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mover accent=&#039;true&#039;&gt;&lt;mrow&gt;&lt;mi&gt;O&lt;/mi&gt;&lt;mi&gt;P&lt;/mi&gt;&lt;/mrow&gt;&lt;mo stretchy=&#039;true&#039;&gt;&amp;#8594;&lt;/mo&gt;&lt;/mover&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mrow&gt;&lt;mo fence=&#039;true&#039;&gt;(&lt;/mo&gt;&lt;mtable rowspacing=&#039;0.16em&#039; columnalign=&#039;center&#039; columnspacing=&#039;1em&#039;&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mi&gt;b&lt;/mi&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;/mtable&gt;&lt;mo fence=&#039;true&#039;&gt;)&lt;/mo&gt;&lt;/mrow&gt;&lt;/mrow&gt;&lt;/math&gt;, where &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;O&lt;/mi&gt;&lt;/mrow&gt;&lt;/math&gt; is the origin (0,0).&lt;/p&gt;","Students should be able to translate points into position vectors and understand the significance of these vectors in the context of the Cartesian plane.",462
4286,"Calculate Displacement Vectors","&lt;p&gt;Calculate displacement vectors in the xy-plane. For example, if a point moves from &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;A&lt;/mi&gt;&lt;mo stretchy=&#039;false&#039;&gt;(&lt;/mo&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;mo separator=&#039;true&#039;&gt;,&lt;/mo&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;mo stretchy=&#039;false&#039;&gt;)&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt; to &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;B&lt;/mi&gt;&lt;mo stretchy=&#039;false&#039;&gt;(&lt;/mo&gt;&lt;mn&gt;4&lt;/mn&gt;&lt;mo separator=&#039;true&#039;&gt;,&lt;/mo&gt;&lt;mn&gt;6&lt;/mn&gt;&lt;mo stretchy=&#039;false&#039;&gt;)&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;, determine the displacement vector.&lt;/p&gt;","Students should be able to determine the vector representing the change in position between two points, a fundamental concept in understanding motion and vector applications.",462
4287,"Define Basic Vector Concepts","&lt;p&gt;Understand and define vectors, including terms such as magnitude, unit vectors, direction, and scalar multiples. Identify parallel, equal, and inverse vectors.&lt;/p&gt;","This objective focuses on recognizing and defining key vector concepts. Students should be able to articulate the meaning and implications of each term and identify examples in different contexts.",462
4288,"Calculate Scalar Multiplication of Vectors","&lt;p&gt;Calculate the scalar multiplication of vectors. For example, given a vector &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi mathvariant=&#039;bold&#039;&gt;v&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mrow&gt;&lt;mo fence=&#039;true&#039;&gt;(&lt;/mo&gt;&lt;mtable rowspacing=&#039;0.16em&#039; columnalign=&#039;center&#039; columnspacing=&#039;1em&#039;&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;3&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;4&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;/mtable&gt;&lt;mo fence=&#039;true&#039;&gt;)&lt;/mo&gt;&lt;/mrow&gt;&lt;/mrow&gt;&lt;/math&gt; and a scalar &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;k&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;/mrow&gt;&lt;/math&gt;, find &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;k&lt;/mi&gt;&lt;mi mathvariant=&#039;bold&#039;&gt;v&lt;/mi&gt;&lt;/mrow&gt;&lt;/math&gt;.&lt;/p&gt;","Students should be familiar with how scalars affect vector magnitude and direction, and be able to compute scalar multiples accurately.",462
4289,"Perform Vector Addition and Subtraction","&lt;p&gt;Perform vector addition and subtraction using the triangle law and parallelogram law. For example, given vectors &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi mathvariant=&#039;bold&#039;&gt;a&lt;/mi&gt;&lt;/mrow&gt;&lt;/math&gt; and &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi mathvariant=&#039;bold&#039;&gt;b&lt;/mi&gt;&lt;/mrow&gt;&lt;/math&gt;, calculate &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi mathvariant=&#039;bold&#039;&gt;a&lt;/mi&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mi mathvariant=&#039;bold&#039;&gt;b&lt;/mi&gt;&lt;/mrow&gt;&lt;/math&gt; and &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi mathvariant=&#039;bold&#039;&gt;a&lt;/mi&gt;&lt;mo&gt;-&lt;/mo&gt;&lt;mi mathvariant=&#039;bold&#039;&gt;b&lt;/mi&gt;&lt;/mrow&gt;&lt;/math&gt; using geometric interpretations.&lt;/p&gt;","Students should be able to visually and mathematically add and subtract vectors using established laws, enhancing their understanding of vector operations and their geometric representations.",462
4290,"Types of Matrices","&lt;p&gt;Identify different types of matrices such as square matrices, identity matrices, and rectangular matrices.&lt;/p&gt;&lt;p&gt;For example, an identity matrix is a square matrix with ones on the diagonal and zeros elsewhere:&lt;/p&gt;&lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mo&gt;[&lt;/mo&gt;&lt;mtable&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;0&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;0&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;/mtable&gt;&lt;mo&gt;]&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;","Focuses on recognizing and defining the characteristics of different matrix types, such as having equal rows and columns in square matrices.",463
4291,"Matrix Addition and Subtraction","&lt;p&gt;Perform addition and subtraction of matrices of the same order.&lt;/p&gt;&lt;p&gt;For example, adding two matrices:&lt;/p&gt;&lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mo&gt;[&lt;/mo&gt;&lt;mtable&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;3&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;4&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;/mtable&gt;&lt;mo&gt;]&lt;/mo&gt;&lt;/mrow&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mrow&gt;&lt;mo&gt;[&lt;/mo&gt;&lt;mtable&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;5&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;6&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;7&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;8&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;/mtable&gt;&lt;mo&gt;]&lt;/mo&gt;&lt;/mrow&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mrow&gt;&lt;mo&gt;[&lt;/mo&gt;&lt;mtable&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;6&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;8&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;10&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;12&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;/mtable&gt;&lt;mo&gt;]&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;","Emphasizes the requirement that matrices must be of the same order to perform addition or subtraction.",463
4292,"Scalar Multiplication of Matrices","&lt;p&gt;Understand and perform scalar multiplication of matrices.&lt;/p&gt;&lt;p&gt;For example, multiplying a matrix by a scalar:&lt;/p&gt;&lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mn&gt;3&lt;/mn&gt;&lt;mo&gt;&amp;#xD7;&lt;/mo&gt;&lt;mrow&gt;&lt;mo&gt;[&lt;/mo&gt;&lt;mtable&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;3&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;4&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;/mtable&gt;&lt;mo&gt;]&lt;/mo&gt;&lt;/mrow&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mrow&gt;&lt;mo&gt;[&lt;/mo&gt;&lt;mtable&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;3&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;6&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;9&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;12&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;/mtable&gt;&lt;mo&gt;]&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;","Illustrates the process of multiplying each element of a matrix by a scalar value.",463
4293,"Matrix Multiplication","&lt;p&gt;Perform multiplication of conformable matrices and understand the non-commutative property of matrix multiplication.&lt;/p&gt;&lt;p&gt;For example, multiplying two matrices:&lt;/p&gt;&lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mo&gt;[&lt;/mo&gt;&lt;mtable&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;3&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;4&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;/mtable&gt;&lt;mo&gt;]&lt;/mo&gt;&lt;/mrow&gt;&lt;mo&gt;&amp;#xD7;&lt;/mo&gt;&lt;mrow&gt;&lt;mo&gt;[&lt;/mo&gt;&lt;mtable&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;5&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;6&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;7&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;8&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;/mtable&gt;&lt;mo&gt;]&lt;/mo&gt;&lt;/mrow&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mrow&gt;&lt;mo&gt;[&lt;/mo&gt;&lt;mtable&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;19&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;22&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;43&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;50&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;/mtable&gt;&lt;mo&gt;]&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;","Includes understanding that the number of columns in the first matrix must equal the number of rows in the second matrix and that matrix multiplication is not commutative.",463
4294,"Determinant of a 2x2 Matrix","&lt;p&gt;Evaluate the determinant of a 2x2 matrix.&lt;/p&gt;&lt;p&gt;For example, for matrix:&lt;/p&gt;&lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mo&gt;[&lt;/mo&gt;&lt;mtable&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mn&gt;3&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mn&gt;4&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;/mtable&gt;&lt;mo&gt;]&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;&lt;p&gt;the determinant is calculated as:&lt;/p&gt;&lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;mo&gt;&amp;#xD7;&lt;/mo&gt;&lt;mn&gt;4&lt;/mn&gt;&lt;mo&gt;&amp;#x2212;&lt;/mo&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;mo&gt;&amp;#xD7;&lt;/mo&gt;&lt;mn&gt;3&lt;/mn&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mo&gt;&amp;#x2212;&lt;/mo&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;/mrow&gt;&lt;/math&gt;","Focuses on the formula for calculating the determinant of a 2x2 matrix: ad - bc, where a, b, c, and d are elements of the matrix.",463
4295,"Matrix Definition and Notation","&lt;p&gt;Understand the basic definition and notation of matrices, including rows, columns, and order.&lt;/p&gt;&lt;p&gt;For example, a matrix with 2 rows and 3 columns is expressed as:&lt;/p&gt;&lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mo&gt;[&lt;/mo&gt;&lt;mtable&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;mn&gt;11&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;mn&gt;12&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;mn&gt;13&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;mtr&gt;&lt;mtd&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;mn&gt;21&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;mn&gt;22&lt;/mn&gt;&lt;/mtd&gt;&lt;mtd&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;mn&gt;23&lt;/mn&gt;&lt;/mtd&gt;&lt;/mtr&gt;&lt;/mtable&gt;&lt;mo&gt;]&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;","Includes understanding that the order of a matrix is represented as 'm x n', where 'm' is the number of rows and 'n' is the number of columns.",463
4061,"Represent Rotations Using 2x2 Matrices","&lt;p&gt;Learn to use matrices to represent rotations about the origin. For example, the rotation matrix for a counterclockwise rotation by an angle Î¸ is:&lt;/p&gt;&lt;p&gt;&lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mo&gt;[&lt;/mo&gt;&lt;mrow&gt;&lt;mrow&gt;&lt;mrow&gt;&lt;mi&gt;cos&lt;/mi&gt;&lt;mi&gt;&amp;#x3B8;&lt;/mi&gt;&lt;/mrow&gt;&lt;mrow&gt;&lt;mo&gt;-&lt;/mo&gt;&lt;mi&gt;sin&lt;/mi&gt;&lt;mi&gt;&amp;#x3B8;&lt;/mi&gt;&lt;/mrow&gt;&lt;/mrow&gt;&lt;mrow&gt;&lt;mrow&gt;&lt;mi&gt;sin&lt;/mi&gt;&lt;mi&gt;&amp;#x3B8;&lt;/mi&gt;&lt;/mrow&gt;&lt;mrow&gt;&lt;mi&gt;cos&lt;/mi&gt;&lt;mi&gt;&amp;#x3B8;&lt;/mi&gt;&lt;/mrow&gt;&lt;/mrow&gt;&lt;/mrow&gt;&lt;mo&gt;]&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;&lt;/p&gt;","Focus on understanding how different angles affect rotations and practice with various examples to get familiar with the rotation matrices.",464
4062,"Represent Reflections Using 2x2 Matrices","&lt;p&gt;Explore how to use matrices to represent reflections across different lines. For example, the reflection matrix across the x-axis is:&lt;/p&gt;&lt;p&gt;&lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mo&gt;[&lt;/mo&gt;&lt;mrow&gt;&lt;mrow&gt;&lt;mrow&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;/mrow&gt;&lt;mrow&gt;&lt;mn&gt;0&lt;/mn&gt;&lt;/mrow&gt;&lt;/mrow&gt;&lt;mrow&gt;&lt;mrow&gt;&lt;mn&gt;0&lt;/mn&gt;&lt;/mrow&gt;&lt;mrow&gt;&lt;mo&gt;-&lt;/mo&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;/mrow&gt;&lt;/mrow&gt;&lt;/mrow&gt;&lt;mo&gt;]&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;&lt;/p&gt;","Understand the concept of reflection and how it can be represented with matrices. Practice with reflections across different axes and lines.",464
